"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId"
"2025-07-22 13:26:57",1753190817962,"www.echochain.tech/api/conversations","GET","",200,"mpd8l-1753190817877-edd657d68946","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/conversations","www.echochain.tech","www.echochain.tech","dpl_3iEZC8aw8NnmT52FXx5en91sTjGW",122,"iad1",134,2048,"","prj_zV7bGgrHmceYrQ27rowsWs1XywbZ","","","01K0S51R5AECDXX1AEX8P99XB6","VrYDPCrldcrQ"
"2025-07-22 13:26:57",1753190817911,"www.echochain.tech/api/conversations","GET","",200,"mpd8l-1753190817877-edd657d68946","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","STALE","static","/api/conversations","www.echochain.tech","ai-multiverse-conversations-8xw3gvb7h-mrfiltercs-projects.vercel.app","dpl_3iEZC8aw8NnmT52FXx5en91sTjGW",-1,"iad1",-1,-1,"","prj_zV7bGgrHmceYrQ27rowsWs1XywbZ","","","",""
"2025-07-22 13:26:57",1753190817884,"www.echochain.tech/favicon/site.webmanifest","GET","",200,"q8hv9-1753190817879-a555c0ad59ab","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","edge-middleware","/src/middleware","www.echochain.tech","www.echochain.tech","dpl_3iEZC8aw8NnmT52FXx5en91sTjGW",-1,"fra1",-1,-1,"","prj_zV7bGgrHmceYrQ27rowsWs1XywbZ","","","01K0S51R2W3H671J8STTCXQ804","3tm2B7sshpX1"
"2025-07-22 13:26:57",1753190817881,"www.echochain.tech/api/conversations","GET","",200,"mpd8l-1753190817877-edd657d68946","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","edge-middleware","/src/middleware","www.echochain.tech","www.echochain.tech","dpl_3iEZC8aw8NnmT52FXx5en91sTjGW",-1,"fra1",-1,-1,"","prj_zV7bGgrHmceYrQ27rowsWs1XywbZ","","","01K0S51R2SJAEZQ2RCHTTD7YNY","XirxdfCYr6cr"
"2025-07-22 13:26:55",1753190815971,"www.echochain.tech/api/conversations/05deec3e-e036-4a43-a9fd-d9a2e064aeb6","GET","",200,"zt7rw-1753190815939-472360e8d2f2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","HIT","static","/api/conversations/[id]","www.echochain.tech","ai-multiverse-conversations-8xw3gvb7h-mrfiltercs-projects.vercel.app","dpl_3iEZC8aw8NnmT52FXx5en91sTjGW",-1,"iad1",-1,-1,"","prj_zV7bGgrHmceYrQ27rowsWs1XywbZ","","","",""
"2025-07-22 13:26:55",1753190815945,"www.echochain.tech/api/conversations/05deec3e-e036-4a43-a9fd-d9a2e064aeb6","GET","",200,"zt7rw-1753190815939-472360e8d2f2","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","edge-middleware","/src/middleware","www.echochain.tech","www.echochain.tech","dpl_3iEZC8aw8NnmT52FXx5en91sTjGW",-1,"fra1",-1,-1,"","prj_zV7bGgrHmceYrQ27rowsWs1XywbZ","","","01K0S51P690QMHT0043A2KFBT6","3tm2B7sshpX1"
"2025-07-22 13:26:54",1753190814070,"www.echochain.tech/api/conversations/05deec3e-e036-4a43-a9fd-d9a2e064aeb6","GET","",200,"56m2f-1753190813941-3bf6eaa62aba","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","lambda","/api/conversations/[id]","www.echochain.tech","www.echochain.tech","dpl_3iEZC8aw8NnmT52FXx5en91sTjGW",686,"iad1",134,2048,"","prj_zV7bGgrHmceYrQ27rowsWs1XywbZ","","","01K0S51MBP5F3F9TEW5HET07P6","VrYDPCrldcrQ"
"2025-07-22 13:26:54",1753190814008,"www.echochain.tech/api/conversations/05deec3e-e036-4a43-a9fd-d9a2e064aeb6","GET","",200,"56m2f-1753190813941-3bf6eaa62aba","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","STALE","static","/api/conversations/[id]","www.echochain.tech","ai-multiverse-conversations-8xw3gvb7h-mrfiltercs-projects.vercel.app","dpl_3iEZC8aw8NnmT52FXx5en91sTjGW",-1,"iad1",-1,-1,"","prj_zV7bGgrHmceYrQ27rowsWs1XywbZ","","","",""
"2025-07-22 13:26:53",1753190813953,"www.echochain.tech/api/conversations/05deec3e-e036-4a43-a9fd-d9a2e064aeb6","GET","",200,"56m2f-1753190813941-3bf6eaa62aba","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","MISS","edge-middleware","/src/middleware","www.echochain.tech","www.echochain.tech","dpl_3iEZC8aw8NnmT52FXx5en91sTjGW",-1,"fra1",-1,-1,"","prj_zV7bGgrHmceYrQ27rowsWs1XywbZ","","","01K0S51M81FBQREWR6MV3BG1A9","3tm2B7sshpX1"
"2025-07-22 13:26:51",1753190811990,"www.echochain.tech/api/conversations/05deec3e-e036-4a43-a9fd-d9a2e064aeb6","GET","",200,"s495j-1753190811939-2a7cd1c8d1b1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","info","production","main","HIT","static","/api/conversations/[id]","www.echochain.tech","ai-multiverse-conversations-8xw3gvb7h-mrfiltercs-projects.vercel.app","dpl_3iEZC8aw8NnmT52FXx5en91sTjGW",-1,"iad1",-1,-1,"","prj_zV7bGgrHmceYrQ27rowsWs1XywbZ","","","",""
